text,label
rob store big man play fire get burn police job,0
stuff like one reason people associate violence danger black people,1
ram prick,1
youtube com watch 6yfbbt6dvhg research not come across information white construction worker witness mike brown shoot hand,0
tell fact steal swisher sweet value life admit racist quit bunch faggot bitch,1
people see mississippi burn way many damn time,0
good one stefan,0
run,1
update apologize fair report,0
kid would beat shit,1
someone say way black people behave no wonder ferguson shitty place black people we fuck lazy say countless example life grandmother get black house nurse bitch nothing day grandmother complain agency send different woman not black clean entire house hour mom work hospital nurse black co worker constantly nothing lazy not black people like one good friend black like like brother fuck expect get everything want ancestor slave well hitler kill ancestor see sag pant cry like stupid bitch like stupid black people inequality representation probably black people generally lazy lack skill require hold position household income tie previous point lazy lacking skill low income job dropout rate school need take black people ferguson hold high pay job not even graduate fuck high school 80 bad healthcare tie low income money well doctor inequality enforcement give one completely unfair however look black officer frisk mostly black people well hmm interesting maybe,1
night love victim situation separate black people need,1
40 someone get milk,0
dumb mf,1
basically talk black life matter guess loot rioting take place asshole whose rob drug community hit point believe police brutality want reform know racism also know nobody go take fucking second look black right till black people take stand self destruction,0
need shoot racist fucktard,1
hope god guy still not fall old banana tailpipe bullshit news give,1
please slow not tell speed ms sully talk really quickly great video great information little fast,0
know crazy actually come across video bitching try learn knew look familiar take time look mike browns personal profile specifically soundcloud think guilty represent wrong light maybe steal still not deserve die fact white people like continue insinuate ridiculous show clear lack empathy sympathy seem like animal think especially offensive look back video year later hip hop rob black culture big thing medium still not understand perspective say crayon martin make lean video show ignorant truly well sprite santa carbonate drink use make lean not tea,1
obviously rap not crime face indicative poor character aesop rock rap not rap murder people beat shit people fun rap stuff stuff speak volumes character want perceive world absolutely relevant,0
peggy love video use stand black life matter use excuse get away crime know lot good black would like voice hear voice silence nationwide uproar black life matter afraid say something could next victim,0
word provocateur,0
least favorite test tube video far,0
couple thing miss side argument firstly yes guy dead dead crime scene course not cover body secondly officer seems not call incident base multiple source odd addition make no excuse strong armed robbery not understand money weed need rob cigar regardless not excuse get shot street even ignore eyewitness account assume lie shot blatantly excessive lastly admit rap not law mention rap not law thing come close smoking marijuana course legal state get fight teenager always,0
protester throw stuff reporter,0
run,1
run,1
shocking truth come light,0
12 28 someone please turn auto tune rap song stefan molyneux please,0
awesome woman,0
major difference zimmerman case one shooter zimmerman name not withhold take custody news medium able document zimmerman injury immediately case handle horribly lack immediate transparency even everything true po question cover also community history police abuse miss video allege abuse occur response media peaceful protester also show complete lack understand escalation unlike authority deal potential zimmerman loot riots pd case attack protester rather station near loot target protect business criminal always take opportunity distraction like storm blackout protest loot authority know know great propaganda protester see loot rather pd fail protect business also illustrate 2nd amendment valuable business owner depend pd protection get loot business owner depend right bear arm not loot,0
tip hat class lady well speak,0
people not realize block road piss people not get people onto side,0
alright entire case crap people say white people racist call bad name racist would like call we extensive investigation prove boy death self defense however not defend whole ok thing defend helpless citizen ferguson boy died not care white black care people ferguson treat town really cared incident would hold memorial express feeling not help get justice really matter boy dead something do grand jury decide,0
not like generalization use rant main point right chris rock say good black people nigger night morn killer get gun street black person mourn loss innocent human life little girl get murder base comment black night ratio drop,1
hear billionaire fund organized riot fuck suck joke,1
whether right wrong michael brown case nothing leave wing policy please stop conflate issue,0
show violent protest,0
peggy hubbard president 2016,0
believe whatever want believe not care say basset mari idiot,1
holy shit thought crayon martin supporter imbecile michael brown clown must dope,1
95 policing problem protest cause black criminal let we not forget blame address elephant room,1
ah love country,0
vile cunt,1
tear gas geneva convention hahahahahahahah,1
agree say not trust police not arrest crooked pedophile protect treasonous politician thing military people,1
blacklivesdontmatter,1
house guy going far tell bad go happen bad going benefit not care much money ellen well like rest careful put put russia careful kid,0
obama say exactly lady say instead defend thug clean language however,1
stefan excellent obviously well understand event surround unfortunate event president call unfortunate officer wilson life destroy job fear police hesitate find rapidly grow situation thank depth honest dissertation tom keller seek help go back school get drug,1
oh god put tell truth hard true,0
man stefan,0
people would take step back not make case not anyone except two people situation lump mess take matter hand make kind protest selfish without rational thought investigation guy video heavily emotional hyped want hear get hear press never reasonable discussion kudo smerconish keeping level whole time let mari make fool dare tear city protest make dishonor entire incident hate way since police brutality become epidemic wish everyone would stop pretend like know exactly go no measurable amount people honestly witness incident none we clue way whole issue swing grand jury inform trust majority rule right course action let also thank 99 99 police officer america actually serve protect even bit jerk pull respect job know someone many people go pout hold accountable action people hate police need officer two around emergency,0
pepper spray create dangerous situation motorist get put jail not peaceful protest infringe upon citizen right move freely not due blockade call protestor create dangerous situation,0
stefan molyneux not give rounded view simply want use old tired ploy discredit michael brown no sane person would believe officer wilson perfect angelic white man no person exist not privy questionable characteristic cop rest assure human nature spite brown smoking weed steal blunt even rap bitch gun et not justify someone unarmed shoot many time desensitize culture hip hop white people also monetarily benefit,0
burn tear gas pepper spray,0
smirconnish even hand guy world guy mari idiot,1
not understand black community want rally behind want thug video guy robbing store come would thought protester would gone home michael brown turd crowd full racist hate white community,1
right finally sane opinion event black bastard ignorant run around yell looting carry like la riot old shit,1
real criminal wall street guy steal money inmate every penitentiary every dream steal,1
see bunch ignorant fuck try hard turn racial thing never racial thing start self defense plane simple attack cop ass go get shoot,1
sure totally look factual evidence trial like special treatment hey know go happen not,1
peggy hero,0
god bless police,0
shit serve medium concoct story white cop kill innocent black teenager bullshit get black community arm burn shit story useless talking head get front camera least week see black white crime report news no national attention no federal involvement fuck black man need stand father stop look excuse fuck,1
teen face life prison pot brownie 90 year old man get arrest feed poor police officer set free no charge whatsoever kill teenager not people see wrong,0
molyneux tee de need,0
accelerate go fast enough no one able film plate time,1
we police logic shit brick shoot quick call army nuke,1
yep muslim bitch,1
fuck brain dead let nazi police scum bag take,1
tree tote hilary grip revolutionary regular poster afro punk seventeen massive corporate sponsor revolution start sponsor follow mufti national corporations ha ha ha virtue signal satire practically write,0
blood street worry word get tired way mainstream medium treat we like idiot follow condescend irrelevant distracting disparage narrative step,0
focus happen officer confront brown lead death nothing else matter focus,0
find satisfying reason,1
section lady gentleman see black people misbehave wonder would happen everyone riot court decision not go way,1
real black leadership real revolutionary radicalism,0
white move ferguson let we see nice become east st louis detroit baltimore thing happen look city,1
buy ak47 shoot we cop,1
inanimate object police car resilient get completely flip set fire,0
black cop kill white kid black kid kill white cop anyone riot protest engage national news no race not mention either circumstance think ask question answer honestly real racist country,1
lot people entire medium miss huge crucial point micheal brown even stop first place day happen officer say mike brown walking street day later rob convenience store despite fact owner say store never rob officer apparently fear life pd claim seriously injure altercation mike brown even though video show officer perfectly fine stand mike body hour shooting also mike body 35 foot away officer mike apparently charge man police full shit not see shit make either bigot fuck idiot,1
shoot someone run laugh loud,0
truly tragedy not death kid way city react not way get justice make matter bad malcolm way handle thing not dr king way,0
not really race issue police brutality issue not first time cop like darren wilson not send jail group police officer shoot kill homeless white man not want leave spot home shot attack canines shot bean bag long dead even camera not go jail problem police keep ignore get worse bad not try make excuse bad police officer behavior thankful one job right,0
run motherfucker,1
reason ram move back lot angel 2016,0
guy hero,0
truth people need realize accept michael browns action bring situation bible say justice not serve fast not put justice people say no justice no peace word wake scripture head deeply say not speak everything wish speak right long believe would say come right time,0
interesting informative,0
great interview,0
16 screw price crap think cool disrespect american flag,1
stefan like standup darren wilson though side event lose integrity give clean chit consider incompetent ferguson police turn,0
dude commit felony include assault police officer shoot kill serious race riot distract fact cop job case closed justice serve street day,0
shoot looter sight,1
arab rap 14 go ahead pro laugh loud ghetto,1
techno party,0
no leave alone not take,0
always easy second guess someone cop get lot training end day still human navy seal think human make mistake unless make robot cop continue mistake make also medium play big part issue white co kill black man black cop kill black man would not even make news probably need get long stop make everything race issue good citizen not issue cop young man not saint not gentle giant say rob store probably thing happen cop explain god people involve know exactly happen,0
protester look like kid 16 22 wonder anyone get license plate number pretty wild bunch kid could much damage infrastructure pathetically weak,0
publish aug 17 truth still uncover know likely not assume know entire story investigate fed go investigate pd go back year not case think go know time go assume know answer look microscope mislead people,0
airbag include,1
black life matter white life matter live matter,0
look like medium come bogus clam cause division side thing question not much not people see truth government planing medium fuel,0
much logic intelligence must mixed race intelligent white na,1
put civilian perspective two people get fight one get shot go jail since cop protect self micheal brown shoot 151 foot away daren wilson patrol car no way could not get self situation continue conflict two no reason shoot option like pepper spray tater,0
finish video gaze upon racist bigot comment section make glad human,1
ana fucking hot,1
forget add timeline suspect also assault owner store threaten,0
people facebook tie isis terrorist group muslim extremist,1
show title not belong host name,0
history mankind people color creed culture find way rise ashe oppression self betterment self preservation except black please enlighten unknown phenomenon,1
not wait jesus come back could take care get sick tired racist white people racist black people damn get along black man love white people black people away hate heart try love hate go take we hell need come together god child not ok black power we,0
run mdrfckr,1
would keep go get hit get hit would slowly push way people need grow fuck,1
wow common sense 20014 refresh great job stefan molyneux,0
laugh fuck ass dude taking like hear talk not know say shake head,0
well go young white man kill non white say black cop no media outcry almost no medium anything search,0
need come together,0
fuck,0
idiot,1
stephan watch quite first post truth henry kissinger would interested hearing opinion man ty,0
bill cosby cause,0
love organ no tear gas not geneva convention laugh loud mustard gas burn rib inside vomit sorry say,0
know say wow,0
stefan molyneux please explain inquiry handle subsequent unrest circular language game pretty simple straightforward question seem avoid unnecessarily hostile manner justification heavy hand militaristic response loot would official handle situation decide initially block access area medium family member live area att professionalism hostility law enforcement handle early incorrect info please direct toward fact regard still not understand go straight attack respect logic willing share thank advance hopefully not continue insult whatever reason choose,0
one feral hoodlum put rest we no long need fear thuggish behavior upset blame parent fail raise right provide proper supervision defective start either way sound like case quality control thank officer wilson job,1
let not news,0
loved crayon martin video love one wish could deliver cable news maybe people would get truth,0
city full really really really dumb people not try reason,1
ever get situation run asshole,1
racist piece shit reach anything justify murder extremely shameful slant fact order justify racist biased view,1
come towards officer thing charge officer person 35 foot away no eyewitness say,0
get shoot time inside right arm palm hand not hand surrender position not consistent charge officer consistent eye witness account say surrender,0
bear mace gas pedal,1
mother fucker fuck peace shit,1
burn public storage make sense,0
believe correct word caucasian not white let we correct every regard great report though love video,0
joe organ idiot,1
watch keep mutter shoot shoot pull trigger rubber bullet hurt like fer,1
wait riot people stand barely sidewalk guy gun middle traffic,0
criminal get shoot great,1
really black people violent,0
huge wisdom anyone ear listen,0
black able white people rush hour traffic come home job bring lazy ass watching get high fuck people provide welfare yea white people sit jury rule po lice brutality shooting piss sure getting see side story,1
people talk stupid subject not care blue purple cousin kill drunk african driver leave die go local news see rioting outside no sorry michael family truly everyone loose someone people get violent people post think people,0
bitch deport,1
thank stefan well put,0
hell even interview guy idiot,1
go pay store owner cigar big gigantic mike stole,0
dumb people,1
not attack police officer steal store expect,0
laser gun need,0
fuck cop pussy,1
happen would drive though cop shit mess let finish say like need get home work see long line car hold people bullshit,1
dislikes white people offend think racism not issue anymore think,1
dare sand storm,0
would love see pussy go staten island spit cop would love see happen mike brown strong arm thug people burn ferguson eric garner nothing wrong choke death no protest mafia control staten island no burn car nothing,1
wake black people,0
people country go learn not police enemy medium one light call fire stir pot,0
interviewer right guy show respect paramilitary police kill get away ha,1
man guy nothing bunch waffle nonsense come mouth answer question,1
like turtle,0
speak other want say,0
god look raw footage shock ferguson riot watch see guy god,0
fuck idiot get way people get get work,1
answer 24 15 question aim leg,0
really sad story someone kill no reason racial war increase devil must see officer victim guy cause action let we pray soul,0
deadly force fine line not either side brutal no winning,0
welcome new world order,1
see article many case go pretty much one particular one make big scene,0
give keys county snowplow get road open soon possible,1
yea beat white people rob black own store massive riot waste money bet 90 not work stop waste people money hope every single person get shoot not happen though sadly,1
somebody pick gun kill cop already la style,1
290 charge armed cop dangerous weapon,0
cop protester steal destroy thing not solve shit,1
peggy bless much courage heart thank honesty passion matter whatawoman,0
community march peace hand hand girl kill sit home homework deserve least society let maybe al sharpen lead,0
wow need get shit straight never weapon point one ready position due riot understandable course action one know anything,0
michael brown much research see opinion man dangerous enough rob store without weapon dangerous criminal anything gentle giant proof show brown attack wilson peace officer begin not race issue government medium create race issue attack constitutional right anything,0
10 legend still yell move,0
much hatred people,0
wow hole make interviewer seem reasonable balanced,1
ah memory way bring firework,0
law protester block street legal allow run,1
wrong mother fucker no shoot apprehend,1
legalize marijuana problem stop,0
fact prove thug,1
ireland england riot 1995,0
one part hard believe guy run officer shot drug know would illicit type behavior pop,0
virginia,0
easy point negative black man point good point white man shit corny want taken seriously tell fact good bad party know couple lyric picture show middle finger justify shoot 6times medium say control look around internet store owner micheal brown allegedly steal cigar say not micheal brown video bogus think everything happen cop vs black man recent year make sen black man start beat policeman run away policeman start fire micheal stop rush back police gun draw already fire shot pure bullshit,1
kill protester,1
bullyrag,1
wow people like not say thing rightly say pa police get offend tag racist therefore no truth might speak give credence society know speak truth magnifie like no one else could not elevate people like school board city council mayor state national office,0
exactly right stefan crime bad decision create poverty poor unattractive area criminal not steal necessity get respect homie pathetic,1
video racist,0
character not matter armed kill hand damn could arrest not kill fuck let get away murder kill boy steal cigar,0
would eat coal could roll,1
allivesmatter,0
shabby libby ignoramus ass bitch,1
delusional moron anger justify mike indeed unjustly kill hand mike malicious person shoot justify rioting not justify no one know happen day riot take place basis assumption,1
would not waist time try reason police spit thug try defend criminal brown losing matter grand jury make decision live,1
not care protest one run punk ass hope get run,1
everyone know white people die cop black even though black get arrest double rate white less arrest end shooting less people kill police black courtesy bi statistic maybe worry black commit much crime yet number general population oh ten year ago crime rate employment rate black well,0
good balanced unbiased video story sad shake head,0
michael smerconish hack,0
remember send national defense,0
time test police gun fire fire,1
stop advertise swisher sweet laugh loud racist point blank,1
black tired kill nothing not weapon shut ass white devil white people evil,1
mari unemployed,1
time sequence event wrong no 911 call make report robbery officer darren wilson not dispatch crime scene even police chief say publicly,0
look mike brown world instrumental,0
clearly racist shrill canadian vegetable plant live box ivory snow truly know nothing negro race,1
thank,0
ms hubbard absolute respect wish would run office level get big ball male politician call like bravo,0
honestly believe mike brown actually try take cop gun cop sit car would stupid think kid would charge someone point gun beast high high could mike go store everything else easily epic fail sir not make officer take toxicology test officer obviously scare go use weapon per intimidate mike size officer not know mike steal anything tell dispatcher know nothing shoot area get fact straight please,1
police clean mess quick nice,1
need stop act like mike brown innocent guy never nothing wrong,0
case overshadow cop murder kid fake sword saratoga spring utah much outraged mike brown case murder happen utah deal cop provide non lethal weapon shoot utah unwarranted run not know run lunge police fake sword take opportunity immediate action right run shoot times back know large group cop corrupt murderer nothing new though run police many time teen cop pursue find hiding not put bullet back end life say paper saratoga spring black population would say,0
well see looting protest would say would not high exhibit poor decision making also not impressed anyone go college college not use pretty much extend childhood people go,0
people not get not want get shoot not act like thug threaten police officer eff ridiculous excuse act like asshole oh good job destroy city,1
informative really appreciate video,0
brown issue excuse loot take people shit destroy neighborhood typical ghetto bullshit not even hood ghetto bitch collect free rent govt fighting govt occupy wall street facet nothing else go clean highway,1
think waste skin catch desert 3300fps would not make popular guy no free people allow party not live bookend country rest mishit would justice know majority real americans despise every way know every day continue exist sing must yang motherjumper,1
dear mister stefan molyneux not add video regard michael brown ferguson pd horrible history lie corruption smart think not make statement massive authoritarian corruption negative impact community serve people eventually get feed no choice disregard law fight back cop merit charge mister brown indeed happen,0
law not prosecute run people block street sure know go win people laugh loud,1
one mustang need situation laugh loud skull skull,1
not get cop armed civil war machine gun unarmed civilian throw brick fuck united states people america must free oppression,1
get time work ok,0
good opinion yet definitely would use deadly force someone charge assault prior carry gun everywhere go world get crazy thank share everyone know,0
fuck peaceful gun gas human road block problem solve,1
stupid arab police shoot apprehend laugh ass not work attack,1
love thing go peggy stupid killing self quick stop could ever makeup,0
respectable woman,0
guy 34 get hard,0
ok mishit not care foot tall 600 pound call backup use pepper spray use baton use laser wait backup use gun say go monkey blindfold hand tie behind back anyways preliminary autopsy show shoot time less lethal area execute gunshot wound head,1
truly sad people stop roadway simply walk protestor inform 30 second go use punching bag boy girl not move not disband lie bitch need ass kick far cop not even one citation write bitch cop,1
ferguson like american city not prison resident feel mistreat discriminated subject illegal search seizure advice move country vast confident find somewhere great nation find place happy successful,0
laugh loud police beginning sound like say moo move cow mean cop maybe feel like cop mean cow,0
ignorant coward full emotion estrogen apathy hell come fuck racially ambiguous blackwashed loudmouth really choose pathetic man interview,1
amazing info police officer give award could not find nothing else plus witness support oppose view state friend officer wilson wife say repeatedly fact nothing hit piece michael brown long take tell truth day still not statement officer quick release dirt micheal brown smelling yet wait see video catch incident not take plus day show write report unless fill lie truth not change not need preparation simply tell,0
would press button shoot tsar bomber car,1
twitter powerful blunt force trauma powerful hope word change think whose concern black life misplace thank sharing,0
vice news dispatch,0
another bullshit vice documentary not focus fact idiot no job vent racist paranoia,1
run,1
black officer shoot white guy would fine black people not racist,1
white child deserve future ten million non white flood white country every year decade mean white minority every country found black country remain majority black asian country remain majority asian white country affect genocide international law anti white not call genocide call diversity diversity mean chase every last white child anti racist codeword anti white,1
cell phone video show anymore get sorry message say private,0
oh god terrorist isis undercover agent americans arrest,1
obviously not matter smoke marijuana family autopsy says not shoot back unbiased witness clearly state time mb come officer no mention hand witness michael brown shooting repeat time dude keep come towards police,0
not inform 100 exactly going fuck try find reliable resource understand not believe 2014 thing like still happen,0
wow,0
funny thing government trust judge fuck disgusting,1
run,1
say,0
injustice white kid would excuse,1
day day thisisacommentary truth,0
no long allegedly michael brown video confirm family,0
well do thumbs_up,0
congrat get town flame roll live 3rd world hell hole also try move oh wait not town garbage probably business market,0
right dynamite,0
want toss one grenade laugh loud not anyone course range would fuck shit,1
aim gun people say something not like extremely american america broken system,0
bravo,0
let we look fact move away shot fire witness arm shot fire witness drop knee shoot fire witness audio recording 10 12 shot two group video recording spontaneous utterance hand et fight officer officer other fight weapon car officer other weapon discharge car officer other damage officer eye medical report not release officer statement not release police log incident radio report not release forget third review wound show shoot least twice witness yet support unofficial officer version incident,0
feel sorry happen thus think not happen gang member kill another one go street cop kill black male know gang member kill every day lose family friend no one go street scream stop kill police kill black person whole world stop human,0
amen peggy hubbard color make no difference person inside innocent nine year old little girl one attention people want cause chaos black white go exactly obama want look country mess admire courage tell like peggy hubbard,1
people ask peace riot bring violence,0
difference color skin people still say,0
genuine failure leadership president united states nice town ferguson declare state emergency put martial law federal troop stuff town non resident push everyone know go another riot president not want offend black community not want anyone else get shoot let er burn baby burn seem real leader could way mister president sir fail reprehensibly accuse,1
yes let we destroy someone else property ruin day mad someone else take police cunt,1
black get prejudice easily,1
fate another neglect child would interesting know family background always keep mind child emulate social behavior,0
weak display law enforcement,1
supra need let happen,0
police charge,0
great video level head cogent fair unfortunately cognitive dissonance confirmation bias take hold whole discussion breath fresh air thank stefan,0
america,0
would get car start burnout face either move get smoke,1
mister mari 100 right could not say well,0
not one pair work boot steal ferguson riot,1
like say hurt instead,0
nice lorry driver need run fuck,1
police concentrate investigation people call misbehave hope investigation get cancel behave let police work everyone say guy commit suicide cop attack police first place clear not disrespect police way,1
next time line car start make burnout smoke riot gas non lethal efficient double check actually non lethal course ad,1
great video thank peggy,0
would bring ar 15 would do job not care go jail nog would deserve,1
must mad quiet lose belt,0
german police pretty nice even would beat protestor,0
would pop couple shot air watch scatter like roach light turn,1
hope fucker get slam major fine fuck idiot,1
thank mrs hubbard happy say need say black allow neighborhood destroy black mother stand count black father keep ass home help raise child peggy chief back fair wind follow sea shipmate slap hear round world need happen whole lot sister,0
love woman wish like would certainly help page,0
chief not black lying,0
